,title,heading,content,tokens
34,Agriculture in Mesopotamia,Rural settlements,"Texts and to a lesser degree archaeological survey allow us to discern the outlines of settlement in the Mesopotamian countryside. By contrast there has been little archaeological excavation of rural settlements of the historical period, since the focus has been on urban centres.
It seems that for the majority of its history, people in Lower Mesopotamia mostly lived in cities and the rise of village settlement only began in the second half of the second millennium BC when sites of more than two hectares constitute more than a quarter of known settlements. This 'ruralisation' of Babylonia continued in the following centuries. A large portion of the farmers must have resided in urban settlements, although some of these were quite small - surface area cannot decisively distinguish villages and cities (a site like Haradum, which is considered to be a city because of the buildings found in it, covered only 1 hectare). Nevertheless, texts indicate various types of rural settlement, whose exact nature is not easy to define: the É.DURU5/kapru(m) were some sort of hamlet or large farm, but some settlements that seem to be villages were referred to with the same terms used to refer to cities (particularly URU/ālu(m)). The only definite 'village' that has been excavated in the south is the site of Sakheri Sughir near Ur, which dates to the archaic period, but only a very small area of the site has been excavated and only a few parts of buildings have been identified. Elsewhere, rural people are attested in texts living in isolated brick farmhouses, camps of tents like nomads, or in reed huts (huṣṣetu(m)) that were characteristic of the south. There were also centres - often fortified - which served as centres for the exploitation of large areas (dunnu(m) and dimtu(m), the latter literally meaning 'tower'). An example has been excavated in the Balikh valley at Tell Sabi Abyad which is a walled settlement measuring 60 x 60 metres containing a master's house, a steward's house, some administrative buildings, and a few other structures. Salvage excavations in the Hamrin basin in the Diyala valley have partially revealed several similar centres from the Kassite period, containing workshops of artisans (especially potters): Tell Yelkhi (a kind of rural manor), Tell Zubeidi, and Tell Imlihiye. Other things were also built in rural areas, such as cisterns, threshing floors, and granaries.",536
35,Census of agriculture,Australia,"Agricultural commodity data have been collected in Australia since the 1860s. The census of agriculture was usually conducted annually at the end of March, until 1996–1997, when the Australian Bureau of Statistics (ABS), to ensure better alignment with other ABS surveys, changed the collection period to 30 June. The current strategy envisages a five-year-interval census with sample surveys in inter-censal years. Subsequent censuses of agriculture have been conducted on a quinquennial basis since 2000/2001. The last census of agriculture was conducted in 2021.",117
36,Biointensive agriculture,Promotion,"In 2010, the UNCCD (United Nations Convention to Combat Desertification) posted an article detailing the benefits of biointensive agriculture, Grow Biointensive System, a tool to fight against desertification.",43
37,Kharif crop,Common kharif crops,"Rice is the most important Kharif crop of India. It is grown in rain-fed areas with hot and humid climates, especially the eastern and southern parts of India. Rice requires a temperature of 16–20 °C (61–68 °F) during the growing season and 18–32 °C (64–90 °F) during ripening. It needs rainfall from 150–200 centimetres (59–79 in) and needs a flooded field during the growth period.",106
38,Chelation,Catalysis,Homogeneous catalysts are often chelated complexes. A representative example is the use of BINAP (a bidentate phosphine) in Noyori asymmetric hydrogenation and asymmetric isomerization. The latter has the practical use of manufacture of synthetic (–)-menthol.,62
39,Quality Protein Maize,Development,"Modified maize with higher protein content dated back to the 1920s, and the ""opaque-2"" variety had been developed in 1963.  While its lysine and tryptophan levels were better than those of conventional maize, opaque-2 had lower yields and a soft, chalky kernel, which made it more susceptible to ear rot and insect damage. Moreover, the taste and kernel appearance dissatisfied consumers, who ultimately rejected the enhanced-protein varieties in the market.",100
40,Agent Orange,Chemical composition,"The active ingredient of Agent Orange was an equal mixture of two phenoxy herbicides – 2,4-dichlorophenoxyacetic acid (2,4-D) and 2,4,5-trichlorophenoxyacetic acid (2,4,5-T) – in iso-octyl ester form, which contained traces of the dioxin 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD). TCDD was a trace (typically 2-3 ppm, ranging from 50 ppb to 50 ppm) - but significant - contaminant of Agent Orange.",139
41,Sodium chloride,Soda-ash industry,"Sodium chloride is used in the Solvay process to produce sodium carbonate and calcium chloride. Sodium carbonate, in turn, is used to produce glass, sodium bicarbonate, and dyes, as well as a myriad of other chemicals. In the Mannheim process, sodium chloride is used for the production of sodium sulfate and hydrochloric acid.",78
42,Zinc in biology,Signalling,"Zinc has been recognized as a messenger, able to activate signalling pathways. Many of these pathways provide the driving force in aberrant cancer growth. They can be targeted through ZIP transporters.",42
43,VHF omnidirectional range,History,"Developed from earlier Visual Aural Radio Range (VAR) systems, the VOR was designed to provide 360 courses to and from the station, selectable by the pilot. Early vacuum tube transmitters with mechanically rotated antennas were widely installed in the 1950s, and began to be replaced with fully solid-state units in the early 1960s. They became the major radio navigation system in the 1960s, when they took over from the older radio beacon and four-course (low/medium frequency range) system. Some of the older range stations survived, with the four-course directional features removed, as non-directional low or medium frequency radiobeacons (NDBs).

A worldwide land-based network of ""air highways"", known in the US as Victor airways (below 18,000 ft or 5,500 m) and ""jet routes"" (at and above 18,000 feet), was set up linking VORs. An aircraft can follow a specific path from station to station by tuning into the successive stations on the VOR receiver, and then either following the desired course on a Radio Magnetic Indicator, or setting it on a course deviation indicator (CDI) or a horizontal situation indicator (HSI, a more sophisticated version of the VOR indicator) and keeping a course pointer centred on the display.
As of 2005, due to advances in technology, many airports are replacing VOR and NDB approaches with RNAV (GPS) approach procedures; however, receiver and data update costs are still significant enough that many small general aviation aircraft are not equipped with a GPS certified for primary navigation or approaches.",335
